number,string,,number,string,number,number,number,number,number,number,number,string,cmd,cmd,cmd,cmd,cmd,cmd,cmd,number,number;num,number;num,number;num,number;num,number;num,number;num,number;num,number;num,string,number,number,number;num,number;num,,cmd,,cmd,cmd,,,,
1633,飞天夜叉降临,34,68,0,0,1,2,,1,68,99,all,,,,GetItemSpace >= 1,,,,0,0,0,4643;4701,20;1,5069;5071;5075;5081;5088;5090;5092,4643;4643;4643;4643;4643;4643;4643,0.5;0.5;0.5;0.5;0.5;0.5;0.5,20;20;20;20;20;20;20,,0,,0,99,50 ,AddExp(7900);AddNimbus(1317),"AddItemEx(4652,0,0,1)",,,,0,,
1634,云笈七签之恶灵战士,34,70,0,0,1,2,,1,70,99,all,,,,GetItemSpace >= 1,,,,0,0,0,4644;4645,15;15,5089;5094,4644;4645,0.5;0.5,15;15,,0,,0,99,75 ,AddExp(12150);AddNimbus(2025),"AddItemEx(4702,0,0,1)",,,,0,,
1635,恶灵战士降临,34,70,0,0,1,2,,1,70,99,all,,,,GetItemSpace >= 1,,,,0,0,0,4648;4702,20;1,5088;5090;5092;5095;5096;5097;5098,4648;4648;4648;4648;4648;4648;4648;,0.5;0.5;0.5;0.5;0.5;0.5;0.5,20;20;20;20;20;20;20,,0,,0,99,50 ,AddExp(8100);AddNimbus(1350),"AddItemEx(4653,0,0,1)",,,,0,,
1636,云笈七签之万骨毒龙,34,70,0,0,1,2,,1,70,99,all,,,,GetItemSpace >= 1,,,,0,0,0,4646;4647,15;15,5094;5093,4646;4647,0.5;0.5,15;15,,0,,0,99,75 ,AddExp(12150);AddNimbus(2025),"AddItemEx(4703,0,0,1)",,,,0,,
1637,万骨毒龙降临,34,70,0,0,1,2,,1,70,99,all,,,,GetItemSpace >= 1,,,,0,0,0,4648;4703,20;1,5088;5090;5092;5095;5096;5097;5098,4648;4648;4648;4648;4648;4648;4648;,0.5;0.5;0.5;0.5;0.5;0.5;0.5,20;20;20;20;20;20;20,,0,,0,99,50 ,AddExp(8100);AddNimbus(1350),"AddItemEx(4654,0,0,1)",,,,0,,
1638,66级日常任务(收集)[白云],34,66,1,0,1,2,,1,66,99,all,,,,,,,,0,0,0,4667;4668;4669,10;10;1,5066;5063;5100,4667;4668;4669,0.5;0.5;1,10;10;1,,0,,0,99,45 ,AddExp(6930);AddNimbus(1155),,,,,0,,
1639,66级日常任务(杀怪)[白谷逸],34,66,1,0,1,2,,1,66,99,all,,,,,,,,0,5062;5064;5101,10;10;1,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(4620);AddNimbus(770),,,,,0,,
1640,67级日常任务(收集)[李宁],34,67,1,0,1,2,,1,67,99,all,,,,,,,,0,0,0,4670;4671;4672,10;10;1,5071;5072;5103,4670;4671;4672,0.5;0.5;1,10;10;1,,0,,0,99,45 ,AddExp(7020);AddNimbus(1170),,,,,0,,
1641,67级日常任务(杀怪)[餐霞],34,67,1,0,1,2,,1,67,99,all,,,,,,,,0,5069;5075;5102,10;10;1,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(4680);AddNimbus(780),,,,,0,,
1642,68级日常任务(收集)[公治黄],34,68,1,0,1,2,,1,68,99,all,,,,,,,,0,0,0,4673;4674;4675,10;10;1,5080;5081;5105,4673;4674;4675,0.5;0.5;1,10;10;1,,0,,0,99,45 ,AddExp(7110);AddNimbus(1185),,,,,0,,
1643,68级日常任务(杀怪)[陆敏],34,68,1,0,1,2,,1,68,99,all,,,,,,,,0,5079;5084;5104,10;10;1,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(4740);AddNimbus(790),,,,,0,,
1644,69级日常任务(收集)[百合],34,69,1,0,1,2,,1,69,99,all,,,,,,,,0,0,0,4676;4677;4678,10;10;1,5092;5091;5107,4676;4677;4678,0.5;0.5;1,10;10;1,,0,,0,99,45 ,AddExp(7200);AddNimbus(1200),,,,,0,,
1645,69级日常任务(杀怪)[佛门弟子],34,69,1,0,1,2,,1,69,99,all,,,,,,,,0,5088;5090;5106,10;10;1,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(4800);AddNimbus(800),,,,,0,,
1646,70级日常任务(收集)[白谷逸],34,70,1,0,1,2,,1,70,99,all,,,,,,,,0,0,0,4679;4680;4681,10;10;1,5095;5096;5108,4679;4680;4681,0.5;0.5;1,10;10;1,,0,,0,99,45 ,AddExp(7290);AddNimbus(1215),,,,,0,,
1647,70级日常任务(杀怪)[李宁],34,70,1,0,1,2,,1,70,99,all,,,,,,,,0,5093;5094;5109,10;10;1,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(4860);AddNimbus(810),,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,虎口拔牙(白云大师),34,66,11,1,,,,1,66,99,all,,,,,,,,0,5150,5,0,0,0,0,0,0,,0,,0,99,75 ,AddExp(57750);AddNimbus(28875);AddMoney(8775),,,,,0,,
1649,杀列霸多?(白谷逸),34,67,11,1,,,,1,66,99,all,,,,,,,,0,5166,1,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(70200);AddNimbus(35100);AddMoney(10530),,,,,0,,
1650,人间地狱(佟元奇),34,67,11,1,,,,1,67,99,all,,,,,,,,0,5152;5153;5154,5;5;5,0,0,0,0,0,0,,0,,0,99,75 ,AddExp(58500);AddNimbus(29250);AddMoney(8775),,,,,0,,
1651,杀辛晨子?(元觉大师),34,68,11,1,,,,1,67,99,all,,,,,,,,0,5167,1,0,0,0,0,0,0,,0,,0,99,92 ,AddExp(72680);AddNimbus(36340);AddMoney(11040),,,,,0,,
1652,极乐结界(司徒明),34,68,11,1,,,,1,68,99,all,,,,,,,,0,5156;5157;,4;4,0,0,0,0,0,0,,0,,0,99,75 ,AddExp(59250);AddNimbus(29625);AddMoney(9000),,,,,0,,
1653,杀唐石?(姜庶),34,69,11,1,,,,1,68,99,all,,,,,,,,0,5168,1,0,0,0,0,0,0,,0,,0,99,94 ,AddExp(75200);AddNimbus(37600);AddMoney(11280),,,,,0,,
1654,妖蝶进化(异兽狂热者),34,69,11,1,,,,1,68,99,all,,,,,,,,0,5160,4,0,0,0,0,0,0,,0,,0,99,75 ,AddExp(60000);AddNimbus(30000);AddMoney(9000),,,,,0,,
1655,杀绿袍老祖?(公冶黄),34,70,11,1,,,,1,68,99,all,,,,,,,,0,5169,1,0,0,0,0,0,0,,0,,0,99,96 ,AddExp(77760);AddNimbus(38880);AddMoney(11808),,,,,0,,
1656,五大护法?(易静),34,70,11,1,,,,1,68,99,all,,,,,,,,0,5161;5162;5163;5164;5165;,1;1;1;1;1,0,0,0,0,0,0,,0,,0,99,96 ,AddExp(77760);AddNimbus(38880);AddMoney(11808),,,,,0,,
1657,百花门派任务(餐霞大师),34,70,11,1,,,,1,68,99,bh,,,,,,,,0,5161;,1,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(56700);AddNimbus(28350);AddMoney(8610),,,,,0,,
1658,青城门派任务(白谷逸),34,70,11,1,,,,1,68,99,qc,,,,,,,,0,5162;,1,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(56700);AddNimbus(28350);AddMoney(8610),,,,,0,,
1659,仙禽门派任务(公冶黄),34,70,11,1,,,,1,68,99,xq,,,,,,,,0,5163;,1,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(56700);AddNimbus(28350);AddMoney(8610),,,,,0,,
1660,峨嵋门派任务(白云大师),34,70,11,1,,,,1,68,99,em,,,,,,,,0,5164;,1,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(56700);AddNimbus(28350);AddMoney(8610),,,,,0,,
1661,佛门门派任务(李宁),34,70,11,1,,,,1,68,99,fm,,,,,,,,0,5165;,1,0,0,0,0,0,0,,0,,0,99,70 ,AddExp(56700);AddNimbus(28350);AddMoney(8610),,,,,0,,
400,被感染的动物,11,12,11,0,2,,,1,10,99,all,,,,,,,,0,3121;3122;3123;3124;,10;20;1;20,0,0,0,0,0,0,0,0,0,0,99,150 ,AddExp(3450);AddNimbus(2875);AddMoney(1800),,,,,0,,
401,清除血精灵,11,18,11,0,2,,,1,15,99,all,,,,,,,,0,3125;3126;3127;3128;,20;20;20;1,0,0,0,0,0,0,0,0,0,0,99,180 ,AddExp(5220);AddNimbus(4350);AddMoney(2700),,,,,0,,
402,清理水域,11,25,11,0,2,,,1,20,99,all,,,,GetItemSpace >= 1,,,,0,3316;3317;3318;3319;,20;20;20;1,0,0,0,0,0,0,0,0,0,0,99,180 ,AddExp(6480);AddNimbus(5400);AddMoney(3240),,,,,0,,
475,藤须妖兽清剿,17,15,11,0,3,,,1,13,99,all,,"GuildBuildingLevel(3)>=1
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,398;401;357;351;353;355;94;,8;8;8;1;1;1;1,0,0,0,0,0,0,,0,,0,99,135 ,AddExp(3510);AddNimbus(2925);AddMoney(1755),AddGuildContribute(100),,,,,,
476,云灵蛇穴清剿,20,20,11,0,3,,,1,18,99,all,,"GuildBuildingLevel(3)>=2
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,146;147;148;149;154;155;156;158;,6;6;6;6;6;6;1;1,0,0,0,0,0,0,,0,,0,99,180 ,AddExp(5580);AddNimbus(4650);AddMoney(2880),AddGuildContribute(100),,,,,,
477,慈云恶僧清剿,21,25,11,0,3,,,1,23,99,all,," GuildLevel>2
GuildBuildingLevel(3)>=3
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,267;268;269;270;260;263;,8;8;8;8;1;1;,0,0,0,0,0,0,,0,,0,99,220 ,AddExp(7920);AddNimbus(6600);AddMoney(3960),AddGuildContribute(100),,,,,,
478,欢喜殿清剿,21,30,11,0,3,,,1,28,99,all,," GuildLevel>3
GuildBuildingLevel(3)>=4
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,271;276;277;262;264;266;,6;6;6;1;1;1,0,0,0,0,0,0,,0,,0,99,260 ,AddExp(10660);AddNimbus(8883);AddMoney(5460),AddGuildContribute(100),,,,,,
479,毒龙孽畜清剿,26,35,11,0,3,,,1,33,99,all,," GuildLevel>4
GuildBuildingLevel(3)>=5
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,4655;4656;4657;4658;4659;4660;4661;4662;4663;4665,6;6;6;6;6;6;6;6;1;1;,0,0,0,0,0,0,,0,,0,99,310 ,AddExp(14260);AddNimbus(11883);AddMoney(7130),AddGuildContribute(100),,,,,,
480,青螺魔宫清剿,28,40,11,0,3,,,1,38,99,all,," GuildLevel>5
GuildBuildingLevel(3)>=6
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,4308;4309;4319;4320;4325;4324;,8;8;8;8;1;1,0,0,0,0,0,0,,0,,0,99,350 ,AddExp(17850);AddNimbus(14875);AddMoney(9100),AddGuildContribute(100),,,,,,
481,魔宫深渊清剿,28,45,11,0,3,,,1,43,99,all,," GuildLevel>6
GuildBuildingLevel(3)>=7
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,4303;4310;4321;4322;4323;4326;,8;8;8;8;1;1,0,0,0,0,0,0,,0,,0,99,380 ,AddExp(21280);AddNimbus(17733);AddMoney(10640),AddGuildContribute(100),,,,,,
482,烈火妖人清剿,29,50,11,0,3,,,1,48,99,all,," GuildLevel>7
GuildBuildingLevel(3)>=8
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,4461;4462;4465;4468;4470;4467;4469;4497;4498;4501;4502;,10;10;10;10;10;8;8;1;1;1;1,0,0,0,0,0,0,,0,,0,99,600 ,AddExp(36600);AddNimbus(30500);AddMoney(18600),AddGuildContribute(100),,,,,,
495,七星台清剿,30,55,11,0,3,,,1,55,99,all,," GuildLevel>8
GuildBuildingLevel(3)>=9
TodayGuildContributeLeft>=100",,,TodayGuildContributeLeft>=100,,,0,4611;4612;4615;4760;4761;4762;4763;4764;4765;4766;4767;,1;1;1;1;1;1;1;1;1;1;1;,0,0,0,0,0,0,,0,,0,99,800 ,AddExp(52800);AddNimbus(44000);AddMoney(26400),AddGuildContribute(100),,,,,,
1682,不同的命运,36,8,11,1,,,,,8,99,all,,,,GetItemSpace >= 1,,,,0,0,0,5576;5577;5578;5579;,1;1;1;1,0,0,0,0,,0,,0,99,,,,,,"em;AddItemEx(77,0,4,1)
fm;AddItemEx(104,0,4,1)
bh;AddItemEx(131,0,4,1)
qc;AddItemEx(575,0,4,1)
xq;AddItemEx(653,0,4,1)",,,
1678,萃取仙珠,15,15,0,0,3,,,,15,25,all,,,,GetItemSpace >= 2,,,,,,,5526,20,,,,,,,,0,99,,AddMoney(5000);AddExp(5000),"AddItemEx(3479,0,0,1)",,,,,,
1679,萃取仙珠,15,26,0,0,3,,,,26,35,all,,,,GetItemSpace >= 2,,,,,,,5527,20,,,,,,,,0,99,,AddMoney(10000);AddExp(10000),"AddItemEx(3479,0,0,1)",,,,,,
1680,萃取仙珠,15,36,0,0,3,,,,36,60,all,,,,GetItemSpace >= 2,,,,,,,5528,25,,,,,,,,0,99,,AddMoney(18000);AddExp(18000),"AddItemEx(3479,0,0,1)",,,,,,
1681,萃取仙珠,15,61,0,0,3,,,,61,99,all,,,,GetItemSpace >= 2,,,,,,,5529,25,,,,,,,,0,99,,AddMoney(30000);AddExp(30000),"AddItemEx(3479,0,0,1)",,,,,,
1673,初级赛跑,15,30,0,0,1,,,,30,40,all,,,,,,,,7200,0,0,0,0,0,0,0,0,,0,,0,99,16 ,AddExp(20000);AddNimbus(20000);AddMoney(1500),,,,,0,,
1674,高级赛跑,15,41,0,0,1,,,,41,99,all,,,,,,,,7200,0,0,0,0,0,0,0,0,,0,,0,99,16 ,AddExp(50000);AddNimbus(50000);AddMoney(50000),,,,,0,,
439,儿子的思念,14,18,0,1,,,,1,16,99,all,,GetTaskItemSpace >= 1,AddItem(3791),GetItemSpace >= 1,,"RemoveItem(3791,1)","RemoveItem(3791,1)",0,0,0,3791,1,0,0,0,0,,0,,0,99,13 ,AddExp(1885);AddNimbus(942);AddMoney(585),"AddItemEx(1202,1,0,1)",,,,1,,
1690,勇士的证明,15,40,1,0,1,,,,40,50,all,,,,,PVEPoint>2999,AddPVEPoint(-99999999),,,,,,,,,,,,,,,,,"AddExp(100000+GetNextLevExp(Level)*0.01);
AddNimbus((100000+GetNextLevExp(Level)*0.01)/2);",,,,,,,
1691,勇士的证明,15,40,1,0,1,,,,51,60,all,,,,,PVEPoint>49999,AddPVEPoint(-99999999),,,,,,,,,,,,,,,,,"AddExp(100000+GetNextLevExp(Level)*0.01);
AddNimbus((100000+GetNextLevExp(Level)*0.01)/2);",,,,,,,
1692,勇士的证明,15,40,1,0,1,,,,61,70,all,,,,,PVEPoint>99999,AddPVEPoint(-99999999),,,,,,,,,,,,,,,,,"AddExp(100000+GetNextLevExp(Level)*0.01);
AddNimbus((100000+GetNextLevExp(Level)*0.01)/2);",,,,,,,
1693,赤炎之魂,31,40,11,0,1,,,1,40,99,all,,,,GetItemSpace >= 1,,,,,0,0,5936,1,4502,5936,1,1,,,,0,99,100 ,AddExp(5100);AddNimbus(4250);AddMoney(2600),"AddItemEx(5925,0,0,1)",,,,1,,
474,清理红花洞府,26,38,11,0,,4,,1,35,99,all,,,,,,,,0,4655;4656;4657;4658;4659;4660;4661;4662;4663;4665,8;8;8;8;8;8;8;8;1;1;,0,0,0,0,0,0,,0,,0,99,100 ,"AddCredit(26,1000);AddExp(4900);AddNimbus(817)",,,,,,,
923,勇者盛宴(一),15,45,0,0,1,,,,45,99,all,,,,GetItemSpace >= 4,,,,,,,,,,,,,,,,,,,AddExp(1.5*(100*MonsterGetExp(Level)+GetNextLevExp(Level)*0.002));AddNimbus(1.5*(100*MonsterGetExp(Level)+GetNextLevExp(Level)*0.002)/2);,"AddItemEx(4250,0,0,1)
AddItemEx(4250,0,0,1)
AddItemEx(4201,0,0,1)
AddItemEx(4755,0,0,1)
",,,,1,,
924,勇者盛宴(二),15,45,0,0,1,,,,45,99,all,,,,GetItemSpace >= 4,,,,,,,,,,,,,,,,,,,AddExp(1.5*(100*MonsterGetExp(Level)+GetNextLevExp(Level)*0.002));AddNimbus(1.5*(100*MonsterGetExp(Level)+GetNextLevExp(Level)*0.002)/2);,"AddItemEx(4720,0,0,1)
AddItemEx(4720,0,0,1)
AddItemEx(4201,0,0,1)
AddItemEx(4755,0,0,1)
",,,,1,,
925,勇者盛宴(三),15,45,0,0,1,,,,45,99,all,,,,GetItemSpace >= 4,,,,,,,,,,,,,,,,,,,AddExp(1.5*(100*MonsterGetExp(Level)+GetNextLevExp(Level)*0.002));AddNimbus(1.5*(100*MonsterGetExp(Level)+GetNextLevExp(Level)*0.002)/2);,"AddItemEx(6012,0,0,1)
AddItemEx(6012,0,0,1)
AddItemEx(4201,0,0,1)
AddItemEx(4755,0,0,1)
",,,,1,,
1753,有福同享（元气之树版）,15,30,0,0,1,,,1,30,99,all,,,,,,"CreateNpc(5214,9,399,127,0)",,0,0,0,5980,1,0,0,0,0,,0,,0,99,,,,,,,1,,
980,神秘的复活节彩蛋（Lev20）,15,20,0,0,1,,,,20,99,all,,,,GetItemSpace >= 2,,,,,31;28;244,1;30;30,,,,,,,,,,,,,,"AddItemEx(6276,0,0,1)
AddItemEx(6279,0,0,1)",,,,,,
981,神秘的复活节彩蛋（Lev50）,15,50,0,0,1,,,,50,99,all,,,,GetItemSpace >= 2,,,,,4502;4477;4615;4772,1;6;1;10,,,,,,,,,,,,,,"AddItemEx(6277,0,0,1)
AddItemEx(6279,0,0,1)",,,,,,
982,兑换小白虎,15,20,0,0,,,,,20,99,all,,,,GetItemSpace >= 1,,,,,,,6279,12,,,,,,,,,,,,"AddItemEx(6300,0,0,1)",,,,,,
983,兑换小虎,15,20,0,0,,,,,20,99,all,,,,GetItemSpace >= 1,,,,,,,6279,12,,,,,,,,,,,,"AddItemEx(6301,0,0,1)",,,,,,
984,兑换凝神果,15,20,0,0,,,,,20,99,all,,,,GetItemSpace >= 1,,,,,,,6279,2,,,,,,,,,,,,"AddItemEx(6293,0,0,1)",,,,,,
985,兑换精灵口粮,15,20,0,0,,,,,20,99,all,,,,GetItemSpace >= 1,,,,,,,6279,1,,,,,,,,,,,,"AddItemEx(3469,0,0,1)",,,,,,
986,兑换端午造型变身卷（龙舟熊猫）,15,20,0,0,,,,,20,99,all,,,,GetItemSpace >= 1,,,,,,,6279,3,,,,,,,,,,,,"AddItemEx(6287,0,0,1)",,,,,,
987,兑换端午造型变身卷（蛇女）,15,20,0,0,,,,,20,99,all,,,,GetItemSpace >= 1,,,,,,,6279,3,,,,,,,,,,,,"AddItemEx(6294,0,0,1)",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
